ParticipantId,Condition,TrialNumber,TrialName,TimeToReadQuestion,TimeToBeginInput,UserInput
AA7736,VR Monitor Stereo,1,LineChartQ1,15761.6497,66860.8177,1 and 2
AA7736,VR Monitor Stereo,2,LineChartQ2,9785.4966,33242.2206,6
AA7736,VR Monitor Stereo,3,LineChartQ3,7283.6271,19513.6219,2
AA7736,VR Monitor Stereo,4,LineChartQ4,13002.192,27321.7956,2
AA7736,VR Monitor Stereo,5,LineChartQ5,13482.3595,22384.522,3
AA7736,VR Monitor Stereo,6,BarChartQ1,4937.7509,32760.7754,north 2010
AA7736,VR Monitor Stereo,7,BarChartQ2,4951.9334,14241.5456,remains stable
AA7736,VR Monitor Stereo,8,BarChartQ3,4569.6629,13694.9151,north
AA7736,VR Monitor Stereo,9,BarChartQ4,8846.6899,15961.7198,west
AA7736,VR Monitor Stereo,10,ScatterplotQ1,7696.4143,34682.2945,blue
AA7736,VR Monitor Stereo,11,ScatterplotQ2,6153.2303,19636.1253,2010
AA7736,VR Monitor Stereo,12,ScatterplotQ3,9751.5099,107654.2403,theres no relationship
AA7736,VR Monitor Stereo,13,ScatterplotQ4,6378.2873,13549.6729,decreasing
AA7736,VR Monitor Stereo,14,ScatterplotQ5,6355.7845,32784.0124,giving people money and lowering the attacks
AA7736,VR Monitor Stereo,15,SurfacePlotQ1,2870.7091,46030.3793,highest when religious homogeneity is at 100 and crime at 1000
AA7736,VR Monitor Stereo,16,SurfacePlotQ2,5428.9725,50565.4437,makes people unite
AA7736,VR Monitor Stereo,17,SurfacePlotQ3,8947.5678,46198.5246,remains stable
