ParticipantId,Condition,TrialNumber,TrialName,TimeToReadQuestion,TimeToBeginInput,UserInput
AA0876,VR,1,LineChartQ1,37107.3809,86386.0632,2
AA0876,VR,2,LineChartQ2,8367.3957,30695.3636,neighborhood 2
AA0876,VR,3,LineChartQ3,6500.7549,17804.5492,neighborhood
AA0876,VR,4,LineChartQ4,11237.1177,24831.618,2
AA0876,VR,5,LineChartQ5,23546.2225,54776.4324,1
AA0876,VR,6,SurfacePlotQ1,8342.9881,38400.2591,90
AA0876,VR,7,SurfacePlotQ2,10165.8544,48544.162,when high percentage goes up
AA0876,VR,8,SurfacePlotQ3,7361.1736,19480.611,percentage goes down
AA0876,VR,9,BarChartQ1,3519.0805,32929.1018,2010 north
AA0876,VR,10,BarChartQ2,4759.237,23479.0047,stable
AA0876,VR,11,BarChartQ3,5282.1819,18328.3535,north
AA0876,VR,12,BarChartQ4,3954.5904,8567.766,west
AA0876,VR,13,ScatterplotQ1,2435.2633,40378.1465,2016
AA0876,VR,14,ScatterplotQ2,9885.9838,19536.4091,green
AA0876,VR,15,ScatterplotQ3,5752.6903,63479.0469,no relationship
AA0876,VR,16,ScatterplotQ4,2201.506,24384.5104,increasing
AA0876,VR,17,ScatterplotQ5,6668.6523,96015.3292,dont know
